Symbol,Reason
DNT/USDT,last_price u open_price incompletos
UNFI/USDT,last_price u open_price incompletos
XEM/USDT,last_price u open_price incompletos
AAVEUP/USDT,last_price u open_price incompletos
AAVEDOWN/USDT,last_price u open_price incompletos
SUSD/USDT,last_price u open_price incompletos
SUSHIUP/USDT,last_price u open_price incompletos
SUSHIDOWN/USDT,last_price u open_price incompletos
XLMUP/USDT,last_price u open_price incompletos
XLMDOWN/USDT,last_price u open_price incompletos
USDT/BVND,last_price u open_price incompletos
REEF/USDT,last_price u open_price incompletos
BTCST/USDT,last_price u open_price incompletos
RAMP/USDT,last_price u open_price incompletos
EPS/USDT,last_price u open_price incompletos
AUTO/USDT,last_price u open_price incompletos
1INCHUP/USDT,last_price u open_price incompletos
1INCHDOWN/USDT,last_price u open_price incompletos
BTG/USDT,last_price u open_price incompletos
MIR/USDT,last_price u open_price incompletos
POLS/USDT,last_price u open_price incompletos
MDX/USDT,last_price u open_price incompletos
NU/USDT,last_price u open_price incompletos
TORN/USDT,last_price u open_price incompletos
KEEP/USDT,last_price u open_price incompletos
KLAY/USDT,last_price u open_price incompletos
BOND/USDT,last_price u open_price incompletos
TVK/USDT,last_price u open_price incompletos
FOR/USDT,last_price u open_price incompletos
TRIBE/USDT,last_price u open_price incompletos
POLY/USDT,last_price u open_price incompletos
FRONT/USDT,last_price u open_price incompletos
CVP/USDT,last_price u open_price incompletos
RGT/USDT,last_price u open_price incompletos
KP3R/USDT,last_price u open_price incompletos
VGX/USDT,last_price u open_price incompletos
PLA/USDT,last_price u open_price incompletos
RNDR/USDT,last_price u open_price incompletos
MC/USDT,last_price u open_price incompletos
ANY/USDT,last_price u open_price incompletos
OOKI/USDT,last_price u open_price incompletos
UST/USDT,last_price u open_price incompletos
ANC/USDT,last_price u open_price incompletos
MULTI/USDT,last_price u open_price incompletos
MOB/USDT,last_price u open_price incompletos
GAL/USDT,last_price u open_price incompletos
EPX/USDT,last_price u open_price incompletos
NEBL/USDT,last_price u open_price incompletos
AGIX/USDT,last_price u open_price incompletos
BETH/USDT,last_price u open_price incompletos
LOOM/USDT,last_price u open_price incompletos
OAX/USDT,last_price u open_price incompletos
GFT/USDT,last_price u open_price incompletos
USDT/VAI,last_price u open_price incompletos
AIXBT/USDT,Datos históricos insuficientes
CGPT/USDT,Datos históricos insuficientes
COOKIE/USDT,Datos históricos insuficientes
CVC/USDT:USDT,last_price u open_price incompletos
BTCST/USDT:USDT,last_price u open_price incompletos
SC/USDT:USDT,last_price u open_price incompletos
RAY/USDT:USDT,last_price u open_price incompletos
FTT/USDT:USDT,last_price u open_price incompletos
