ts,symbol,price,reason_event,block_macdh_leq0,block_not_in_lane,block_edge,block_adx_gray,rsi,macdh,adx,rvol,atr_pct,ema_fast,ema_slow,mfe_1h,mfe_6h,mfe_24h
2025-10-22T19:00:00Z,BTC/USDT,108152.99,Breakout_macd_leq0,1,1,1,1,50.94655622176525,-18.626640093915306,20.359166981684048,0.5167999026157328,0.004517448061393968,108086.28290904431,108213.79557778942,0.239,0.268,2.904
2025-10-22T18:45:00Z,BTC/USDT,108023.33,ADX_gray_push,1,1,1,1,48.53423054212969,-37.46561056817259,20.96094414928782,0.2962329608538242,0.004538718420386572,108079.26110999634,108216.27743810735,0.359,0.359,3.027
2025-10-22T18:30:00Z,BTC/USDT,107935.91,ADX_gray_push,1,1,1,1,46.899348634723005,-50.80888444925171,20.409318361933185,0.2871081764721341,0.004748540619246939,108085.14859525912,108224.15284374438,0.441,0.441,3.111
2025-10-22T18:15:00Z,BTC/USDT,108014.04,ADX_gray_push,1,1,1,1,48.16922041999648,-58.70507989775188,19.8584611691411,0.5432694978193874,0.004880820436894019,108100.85792107588,108235.91785777475,0.368,0.368,3.036
2025-10-22T15:30:00Z,ETH/USDT,3841.14,Breakout_macd_leq0,1,1,0,1,50.44931847093235,-0.6799453365602037,21.694641550779636,4.020528394587144,0.008253832981732932,3835.9888615531313,3851.1340799259724,0.54,0.54,1.668
2025-10-22T15:15:00Z,SOL/USDT,182.87,ADX_gray_push,1,1,0,1,42.05352469438908,-0.23201463884032592,20.172165265918775,0.7940710464172493,0.00903052410948958,184.5793252215145,185.20906395417205,1.181,1.181,5.332
2025-10-22T14:45:00Z,SOL/USDT,185.5,Breakout_macd_leq0,1,1,0,1,52.74659008958619,-0.13183240278253197,21.00630142581176,1.7544832604464224,0.008671485701681442,184.86022831769498,185.36594558300771,0.291,0.291,3.838
2025-10-22T14:45:00Z,ETH/USDT,3853.57,Breakout_macd_leq0,1,1,1,0,52.701554846202626,-0.34888190632158533,24.884361492928313,2.023635135861797,0.0075812844047339545,3839.913868908521,3854.5340633261667,0.277,0.277,1.34
2025-10-22T01:00:00Z,BTC/USDT,108403.41,RSI_rebound,1,1,1,0,34.17704468611855,-130.94949497834114,50.79217804263646,1.3889487271228091,0.005202721587873222,109321.94719224735,109973.15685415918,0.253,0.253,0.702
2025-10-22T01:00:00Z,ETH/USDT,3866.05,RSI_rebound,1,1,1,0,36.53712838418518,-5.2353940059920525,40.126464604709334,0.724998641677112,0.007124433564357979,3902.240862999745,3931.3980829444795,0.271,0.473,0.473
2025-10-22T00:45:00Z,SOL/USDT,185.67,RSI_rebound,1,1,1,0,33.604092222542235,-0.4382338088478681,50.0210487031083,0.7169068167898132,0.007800901940150284,188.2762506746185,189.45803779549973,0.824,0.959,0.959
2025-10-22T00:00:00Z,SOL/USDT,186.36,RSI_rebound,1,1,1,0,32.22033712454498,-0.5985055413473149,45.68193241101295,0.8876228547310814,0.007862928225450984,189.35255248544132,190.00290161081548,0.322,0.585,0.585
2025-10-22T00:00:00Z,ETH/USDT,3886.25,RSI_rebound,1,1,1,0,34.40162573948,-7.041431952962096,35.747184608873866,1.2234243767682458,0.006969999959896217,3926.887107350723,3945.1803909925206,0.078,0.078,0.078
2025-10-21T23:00:00Z,BTC/USDT,109202.11,RSI_rebound,1,1,1,0,31.720578585359476,-290.3797427899197,37.015536963030115,0.939527427050402,0.005659410316991319,110555.65408931412,110587.09810764536,0.202,0.202,0.202
2025-10-21T14:15:00Z,ETH/USDT,3914.12,ADX_gray_push,0,1,1,1,57.56839724379729,3.7756790507410374,21.21426465049305,4.02501133156937,0.006005927555299166,3889.4292763615786,3899.059777175238,3.976,5.004,5.004
2025-10-21T14:00:00Z,ETH/USDT,3926.89,ADX_gray_push,0,1,1,1,62.06882590575233,2.856734611701564,20.126923183701813,3.595198158630372,0.005628468492064992,3886.8302528206923,3898.445074202799,3.065,4.663,4.663
2025-10-21T07:15:00Z,BTC/USDT,108038.01,RSI_rebound,0,1,1,0,38.05024870491153,53.88302035200786,55.54536380295158,0.40634611971720636,0.003269465116297872,108353.14786106991,109235.52959377933,0.15,1.34,5.518
2025-10-21T06:15:00Z,SOL/USDT,184.87,RSI_rebound,0,1,1,0,41.893305499300986,0.04843473114757124,48.493229679240834,0.8507298354723181,0.005304420092508335,185.27368397270195,187.0797589838867,0.103,1.542,6.945
2025-10-21T06:15:00Z,BTC/USDT,107981.74,RSI_rebound,1,1,1,0,31.61727777320472,-49.40016333659332,59.213884949849515,1.0048001104174367,0.003462182526209925,108584.89849209826,109470.51707886973,0.202,1.393,5.573
2025-10-21T06:15:00Z,ETH/USDT,3881.33,RSI_rebound,1,1,1,0,36.7595317964104,-0.6590638984491335,45.83823705694062,1.0202909646953902,0.004339802153530104,3897.4325651014474,3935.820692984779,0.3,0.963,5.892
2025-10-21T05:15:00Z,SOL/USDT,184.21,RSI_rebound,1,1,1,0,30.225147388965183,-0.17600243516578096,44.72287930494535,0.6553631202589743,0.005540070686044199,185.86353337294102,187.6053712795202,0.396,1.379,7.329
2025-10-21T02:30:00Z,BTC/USDT,109610.92,RSI_rebound,1,1,1,0,33.07362528337656,-95.54051183302406,29.1376670445118,1.796394754406778,0.002765167617314878,110216.9410360365,110462.66233784935,0.12,0.12,4.004
2025-10-21T00:30:00Z,SOL/USDT,190.06,Breakout_macd_leq0,1,1,1,0,52.83044580951994,-0.015518525975250164,12.057251861958893,1.4125798877433149,0.004852324035271048,189.70095996430345,189.8678460781809,0.079,0.079,4.025
2025-10-21T00:30:00Z,ETH/USDT,3981.51,Breakout_macd_leq0,1,1,1,1,49.369586200080604,-0.18666707177163389,17.911980195739122,1.013479354466592,0.003425857515832712,3981.2138272802576,3989.1900963150165,0.107,0.107,3.227
2025-10-20T17:45:00Z,SOL/USDT,187.66,RSI_rebound,1,1,1,0,36.21223593749207,-0.38583031863228223,28.608943266705438,1.0006222947270391,0.0065901037097236236,189.3870902363172,190.47009396951142,0.474,1.876,5.355
2025-10-20T17:45:00Z,ETH/USDT,3951.03,RSI_rebound,1,1,1,0,36.057307531916614,-7.043882703278271,36.98861910731118,0.5022271974165338,0.005637168395463848,3983.8617363365547,4005.35200778636,0.639,1.32,4.024
2025-10-20T13:45:00Z,SOL/USDT,192.41,ADX_gray_push,1,0,1,1,51.869283410526315,-0.056850238996814656,18.47024659190658,1.1011577606755765,0.004595658583293942,192.27410067618413,191.64791492108057,0.26,0.26,0.26
