timestamp,capital,portfolio,total,score,action,return
2025-01-13 02:30:00,1000.0,0.0,1000.0,0.4,HOLD,0.0
2025-01-13 02:45:00,0.0,1000.0,1000.0,0.9739946755672839,BUY,0.0
2025-01-13 03:00:00,0.0,1002.954209748892,1002.954209748892,-0.04440046933668185,HOLD,0.002954209748891934
2025-01-13 03:15:00,0.0,998.5228951255538,998.5228951255538,2.055917976748829,HOLD,-0.004418262150220897
2025-01-13 03:30:00,0.0,1003.9389463318562,1003.9389463318562,0.04375568738653901,HOLD,0.005424063116370892
2025-01-13 03:45:00,0.0,1003.446578040374,1003.446578040374,0.3878484547893925,HOLD,-0.0004904364884749102
2025-01-13 04:00:00,0.0,1018.7099950763169,1018.7099950763169,2.2042567751984747,HOLD,0.01521099116781155
2025-01-13 04:15:00,0.0,1021.6642048252093,1021.6642048252093,0.30324807557996497,HOLD,0.002899951667472367
2025-01-13 04:30:00,0.0,1016.2481536189068,1016.2481536189068,0.22979124273312287,HOLD,-0.0053012048192772054
2025-01-13 04:45:00,0.0,1028.0649926144756,1028.0649926144756,0.5147587612519671,HOLD,0.011627906976744207
2025-01-13 05:00:00,0.0,1045.2978828163466,1045.2978828163466,1.9496466151149952,HOLD,0.01676245210727978
2025-01-13 05:15:00,0.0,1044.3131462333824,1044.3131462333824,0.4410071630041217,HOLD,-0.0009420631182289751
2025-01-13 05:30:00,0.0,1055.145248645987,1055.145248645987,0.6434494087004012,HOLD,0.010372465818010435
2025-01-13 05:45:00,0.0,1064.5002461841457,1064.5002461841457,0.45665026957239097,HOLD,0.008866075594960332
2025-01-13 06:00:00,1051.698670605613,0.0,1051.698670605613,0.13764706482461847,SELL,-0.012025901942645634
2025-01-13 06:15:00,1051.698670605613,0.0,1051.698670605613,0.7387840345010299,HOLD,0.0
2025-01-13 06:30:00,1051.698670605613,0.0,1051.698670605613,0.10751899523616848,HOLD,0.0
2025-01-13 06:45:00,1051.698670605613,0.0,1051.698670605613,0.6295930887130847,HOLD,0.0
2025-01-13 07:00:00,1051.698670605613,0.0,1051.698670605613,0.5237772052832785,HOLD,0.0
2025-01-13 07:15:00,1051.698670605613,0.0,1051.698670605613,0.06542690883031377,HOLD,0.0
2025-01-13 07:30:00,1051.698670605613,0.0,1051.698670605613,0.36950637118669855,HOLD,0.0
2025-01-13 07:45:00,1051.698670605613,0.0,1051.698670605613,0.5262649853027475,HOLD,0.0
2025-01-13 08:00:00,1051.698670605613,0.0,1051.698670605613,0.5097825129133943,HOLD,0.0
2025-01-13 08:15:00,0.0,1051.698670605613,1051.698670605613,0.8451603846397382,BUY,0.0
2025-01-13 08:30:00,0.0,1040.458396709735,1040.458396709735,0.6347928348760099,HOLD,-0.010687732342007483
2025-01-13 08:45:00,0.0,1039.4809815883543,1039.4809815883543,0.2525953484990272,HOLD,-0.0009394081728512083
2025-01-13 09:00:00,0.0,1040.458396709735,1040.458396709735,0.08417712769083807,HOLD,0.0009402914903620108
2025-01-13 09:15:00,0.0,1050.7212554842322,1050.7212554842322,0.6784963802227613,HOLD,0.009863785814936632
2025-01-13 09:30:00,0.0,1066.3598974263232,1066.3598974263232,1.2342732069215963,HOLD,0.014883720930232602
2025-01-13 09:45:00,0.0,1040.458396709735,1040.458396709735,0.8832941651402184,HOLD,-0.024289642529789268
2025-01-13 10:00:00,0.0,1047.7890101200903,1047.7890101200903,0.003250639913848108,HOLD,0.00704556129638334
2025-01-13 10:15:00,0.0,1090.3065679001497,1090.3065679001497,1.329685436894199,HOLD,0.040578358208954945
2025-01-13 10:30:00,0.0,1136.245078605042,1136.245078605042,2.007911579787268,HOLD,0.042133572389063456
2025-01-13 10:45:00,0.0,1094.704935946363,1094.704935946363,0.07468222219006126,HOLD,-0.03655913978494618
2025-01-13 11:00:00,0.0,1072.2243881546071,1072.2243881546071,0.21529721141649352,HOLD,-0.020535714285714546
